NS,ND,NF,Entropy,LA,LD,LT,Fix,NDEV,AGE,NUC,EXP,REXP,SEXP,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc,bug,commit_date
1,2,2,0.08146202691506,0,0,6,0,3,0.0,1,22,22.223697776503045,34,965,3,1,0,1,1,8,6,0,0,1,8,0,0,0,0,0,1,1,0,0,1,0,0,0,0,10,1,0,False,0,2012-10-11 15:38:09+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,2141,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,2165,1,0,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,14,0,3,1.0,1,7,6.895942312890645,16,1155,1,2,1,1,5,5,14,4,0,1,5,1,1,0,3,0,0,2,0,2,0,2,0,0,0,21,2,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,10,0,3,1.0,1,7,6.895942312890645,16,895,3,1,1,0,4,10,10,0,1,1,10,0,0,1,1,0,0,2,0,1,1,2,0,0,0,9,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,10,0,3,1.0,1,7,6.895942312890645,16,983,2,5,2,3,4,6,10,1,1,0,6,3,1,0,2,0,0,0,0,1,0,1,0,0,0,13,2,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,17,0,3,1.0,1,7,6.895942312890645,16,927,5,4,0,4,4,20,17,1,3,1,20,4,2,0,1,0,1,0,0,4,0,1,0,0,0,31,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,5,0,3,1.0,1,7,6.895942312890645,16,1011,1,3,3,0,1,4,5,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,5,0,3,1.0,1,7,6.895942312890645,16,1433,0,3,3,0,2,1,5,1,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,4,0,3,1.0,1,7,6.895942312890645,16,1305,2,2,1,1,2,2,4,0,1,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,353,4,0,0,0,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,6,0,3,1.0,1,7,6.895942312890645,16,1261,2,2,1,1,1,6,6,0,1,1,6,1,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,86,0,3,1.0,1,7,6.895942312890645,16,1741,11,4,0,4,26,20,86,23,1,1,20,4,2,0,3,0,12,2,0,10,0,2,0,0,0,31,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,7,6.895942312890645,16,1353,4,1,0,1,2,10,7,0,1,1,10,1,1,0,0,0,1,0,0,1,0,1,0,0,0,14,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,5,0,3,1.0,1,7,6.895942312890645,16,1995,1,2,0,2,3,5,5,0,0,0,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,11,0,3,1.0,1,7,6.895942312890645,16,1465,0,0,0,0,3,5,11,3,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,9,0,3,1.0,1,7,6.895942312890645,16,817,1,0,0,0,4,6,9,0,1,1,6,0,0,0,3,0,0,5,0,1,0,1,0,0,0,13,4,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,7,6.895942312890645,16,1241,3,2,0,2,1,7,7,0,1,1,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,14,0,3,1.0,1,7,6.895942312890645,16,857,5,4,4,0,1,10,14,0,2,1,10,0,0,0,0,0,2,2,0,2,2,0,1,0,0,36,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,5,0,3,1.0,1,7,6.895942312890645,16,1033,1,1,1,0,1,4,5,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,28,0,3,1.0,1,7,6.895942312890645,16,253,6,4,0,4,7,19,28,0,2,1,19,4,2,0,5,0,0,5,0,7,0,2,0,0,0,45,1,0,True,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,7,6.895942312890645,16,1201,3,3,1,2,1,7,7,0,1,1,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,11,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,5,0,3,1.0,1,7,6.895942312890645,16,1401,3,3,2,1,1,3,5,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,89,0,3,1.0,1,7,6.895942312890645,16,559,11,8,0,8,33,43,89,1,5,1,43,8,6,0,10,0,6,1,2,11,0,5,0,0,0,49,4,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,36,0,3,1.0,1,7,6.895942312890645,16,1559,6,1,1,0,4,17,36,0,4,0,17,0,0,0,0,1,0,0,2,4,0,2,1,0,0,25,2,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,10,0,3,1.0,1,7,6.895942312890645,16,1279,3,3,2,1,2,10,10,0,1,2,10,1,1,0,0,0,0,0,0,1,0,1,0,0,0,10,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,7,6.895942312890645,16,1221,2,2,0,2,1,7,7,0,1,1,7,2,1,0,0,0,0,0,0,1,0,0,0,0,0,10,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,4,0,3,1.0,1,7,6.895942312890645,16,2073,0,0,0,0,1,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,23,0,3,1.0,1,7,6.895942312890645,16,2121,3,0,0,0,3,7,23,1,1,1,7,0,0,0,0,0,0,0,0,3,0,1,2,0,0,10,4,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,13,0,3,1.0,1,7,6.895942312890645,16,1497,0,6,6,0,4,12,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,6,0,3,1.0,1,7,6.895942312890645,16,365,1,0,0,0,7,3,6,0,0,3,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,12,4,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,4,0,3,1.0,1,7,6.895942312890645,16,1415,2,2,2,0,1,2,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,38,0,3,1.0,1,7,6.895942312890645,16,397,8,3,0,3,14,27,38,2,5,2,27,3,1,1,6,0,0,0,3,10,0,2,0,0,0,34,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,2023,1,4,4,0,1,2,3,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,6,0,3,1.0,1,7,6.895942312890645,16,1447,0,2,2,0,4,2,6,1,1,1,2,0,0,0,0,0,0,0,0,3,0,2,0,0,0,5,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,36,0,3,1.0,1,7,6.895942312890645,16,1047,2,6,2,4,12,13,36,4,1,1,13,4,3,0,0,0,0,0,0,4,0,2,0,0,0,18,2,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,2053,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,2033,1,3,3,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,6,0,3,1.0,1,7,6.895942312890645,16,1371,1,0,0,0,1,7,6,0,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,7,6.895942312890645,16,1137,2,3,0,3,1,5,7,0,0,1,5,3,5,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,4,0,3,1.0,1,7,6.895942312890645,16,1389,2,2,2,0,1,2,4,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,9,0,3,1.0,1,7,6.895942312890645,16,2085,0,2,2,0,2,2,9,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,2,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,1727,0,1,1,0,2,3,3,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,4,0,3,1.0,1,7,6.895942312890645,16,1539,0,4,4,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,2063,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,7,6.895942312890645,16,1335,3,0,0,0,2,9,7,0,1,1,9,0,0,0,0,0,1,0,0,1,0,1,0,0,0,12,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,7,0,3,1.0,1,7,6.895942312890645,16,1317,4,1,0,1,2,10,7,0,1,1,10,1,1,0,0,0,1,0,0,1,0,1,0,0,0,14,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,8,0,3,1.0,1,7,6.895942312890645,16,519,1,1,0,1,3,3,8,0,0,0,3,1,1,0,2,0,0,0,1,1,0,2,0,0,0,8,4,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,1023,0,1,1,0,2,2,3,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,18,0,3,1.0,1,7,6.895942312890645,16,1667,7,2,0,2,6,7,18,1,1,1,7,2,1,0,0,0,4,0,0,1,1,2,0,0,0,16,1,0,False,1,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,2,0,3,1.0,1,7,6.895942312890645,16,547,2,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,2043,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,877,2,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2012-09-26 09:22:49+01:00
1,2,2,0.9182958340544896,0,0,3,0,3,1.0,1,7,6.895942312890645,16,1593,2,1,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,False,0,2012-09-26 09:22:49+01:00
1,5,6,2.062907291846956,0,0,37,0,3,7.2,5,458,342.8597709058663,418,719,2,2,1,1,12,17,37,1,2,0,17,1,1,3,3,0,0,3,2,3,1,4,0,0,0,23,2,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,73,0,3,7.2,5,458,342.8597709058663,418,433,4,8,1,7,16,32,73,0,10,0,32,7,3,1,3,0,0,5,2,22,1,5,0,0,0,43,2,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,6,0,3,7.2,5,458,342.8597709058663,418,173,3,0,0,0,2,1,6,0,0,2,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6,1,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,7,0,3,7.2,5,458,342.8597709058663,418,911,3,3,2,1,2,7,7,0,1,2,7,1,1,0,1,0,0,0,0,2,0,1,0,0,0,11,2,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,49,0,3,7.2,5,458,342.8597709058663,418,199,7,4,0,4,8,31,49,1,4,0,31,4,6,1,1,1,0,6,0,12,0,4,0,0,0,62,4,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,11,0,3,7.2,5,458,342.8597709058663,418,879,3,2,1,1,3,6,11,3,2,1,6,1,1,0,1,0,0,0,0,2,0,2,0,0,0,10,2,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,3,0,3,7.2,5,458,342.8597709058663,418,1113,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,True,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,13,0,3,7.2,5,458,342.8597709058663,418,935,4,2,2,0,2,11,13,1,2,2,11,0,0,0,0,0,0,0,0,2,0,1,0,0,0,14,2,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,10,0,3,7.2,5,458,342.8597709058663,418,851,1,2,2,0,6,4,10,3,1,2,4,0,0,0,3,0,1,0,1,1,0,2,0,0,0,12,2,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,9,0,3,7.2,5,458,342.8597709058663,418,973,5,1,1,0,2,6,9,1,1,4,6,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14,2,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,14,0,3,7.2,5,458,342.8597709058663,418,1041,3,1,1,0,3,11,14,1,2,2,11,0,0,0,1,0,0,0,0,2,0,1,0,0,0,14,2,0,False,1,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,6,0,3,7.2,5,458,342.8597709058663,418,1123,2,1,1,0,1,3,6,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,12,0,3,7.2,5,458,342.8597709058663,418,1153,1,1,1,0,3,3,12,0,1,3,3,0,0,1,0,0,0,2,0,2,1,2,0,0,0,19,10,0,True,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,9,0,3,7.2,5,458,342.8597709058663,418,401,1,2,1,1,5,3,9,2,0,0,3,1,2,1,3,0,1,0,1,0,0,2,0,0,0,15,2,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,0,0,6,0,3,7.2,5,458,342.8597709058663,418,379,2,0,0,0,1,4,6,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,4,0,False,0,2013-07-16 12:44:26+02:00
1,5,6,2.062907291846956,1,1,14,0,3,7.2,5,458,342.8597709058663,418,993,3,1,1,0,2,8,14,0,2,3,8,0,0,0,0,0,0,0,0,2,0,1,0,0,0,13,2,0,False,0,2013-07-16 12:44:26+02:00
1,3,4,1.675143246409987,0,0,156,1,3,0.5,3,424,316.09781846505126,393,535,11,4,0,4,50,37,156,9,17,2,37,0,0,7,10,4,8,5,4,25,3,4,0,0,0,58,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,27,1,3,0.5,3,424,316.09781846505126,393,1025,5,1,0,1,6,8,27,1,5,2,8,0,0,1,2,1,0,1,2,7,1,3,0,0,0,15,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,47,1,3,0.5,3,424,316.09781846505126,393,223,9,4,2,2,9,19,47,0,7,1,19,2,2,2,2,0,2,4,1,14,4,3,0,0,0,26,1,0,False,0,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,9,1,3,0.5,3,424,316.09781846505126,393,1257,4,0,0,0,3,5,9,3,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,4,1,3,0.5,3,424,316.09781846505126,393,443,2,0,0,0,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,6,1,3,0.5,3,424,316.09781846505126,393,1245,3,1,0,1,2,3,6,2,0,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,4,1,3,0.5,3,424,316.09781846505126,393,455,2,0,0,0,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,9,1,3,0.5,3,424,316.09781846505126,393,199,3,2,1,1,2,7,9,0,1,1,7,1,1,1,0,0,0,0,0,1,0,1,0,0,0,14,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,8,1,3,0.5,3,424,316.09781846505126,393,1351,3,2,0,2,3,5,8,0,3,1,5,2,1,0,0,0,1,0,1,3,1,1,0,0,0,25,1,0,True,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,3,1,3,0.5,3,424,316.09781846505126,393,369,3,1,1,0,1,1,3,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,10,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,6,1,3,0.5,3,424,316.09781846505126,393,1329,3,0,0,0,1,5,6,0,2,1,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,9,0,True,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,3,1,3,0.5,3,424,316.09781846505126,393,1111,5,1,0,1,1,1,3,1,0,5,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,9,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,5,1,3,0.5,3,424,316.09781846505126,393,429,2,0,0,0,1,3,5,0,1,2,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,9,1,3,0.5,3,424,316.09781846505126,393,1273,3,0,0,0,3,9,9,1,2,2,9,0,0,0,1,0,0,4,1,3,2,1,0,0,0,17,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,4,1,3,0.5,3,424,316.09781846505126,393,417,2,1,1,0,1,2,4,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,5,1,3,0.5,3,424,316.09781846505126,393,1205,3,0,0,0,1,3,5,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,3,1,3,0.5,3,424,316.09781846505126,393,1305,1,2,2,0,1,3,3,1,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,6,1,3,0.5,3,424,316.09781846505126,393,401,2,0,0,0,1,3,6,0,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,3,1,3,0.5,3,424,316.09781846505126,393,1179,1,1,1,0,1,1,3,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,9,0,False,0,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,11,1,3,0.5,3,424,316.09781846505126,393,487,1,0,0,0,1,1,11,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,4,0,False,0,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,3,1,3,0.5,3,424,316.09781846505126,393,353,2,1,0,1,1,1,3,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,False,0,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,24,1,3,0.5,3,424,316.09781846505126,393,1123,4,1,1,0,2,11,24,1,1,6,11,0,0,0,1,0,0,2,2,1,0,1,0,0,0,7,9,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,5,1,3,0.5,3,424,316.09781846505126,393,467,1,0,0,0,1,3,5,0,1,1,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,8,1,0,False,0,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,8,1,3,0.5,3,424,316.09781846505126,393,1189,3,2,2,0,2,3,8,1,1,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,13,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,9,1,3,0.5,3,424,316.09781846505126,393,153,4,2,1,1,2,3,9,1,0,1,3,0,0,0,1,0,0,1,0,1,0,2,0,0,0,10,9,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,6,1,3,0.5,3,424,316.09781846505126,393,1219,2,1,1,0,2,8,6,1,2,2,8,0,0,0,1,0,1,3,1,2,1,0,0,0,0,19,1,0,False,1,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,3,1,3,0.5,3,424,316.09781846505126,393,515,2,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,False,0,2013-07-04 14:30:02+02:00
1,3,4,1.675143246409987,0,0,4,1,3,0.5,3,424,316.09781846505126,393,181,3,2,1,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,False,1,2013-07-04 14:30:02+02:00
1,1,1,0.0,0,0,5,1,3,5.0,1,244,203.2649177001969,240,421,0,0,0,0,1,2,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,7,1,3,5.0,1,244,203.2649177001969,240,315,2,0,0,0,1,3,7,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,3,1,3,5.0,1,244,203.2649177001969,240,163,2,1,0,1,1,1,3,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,23,1,3,5.0,1,244,203.2649177001969,240,215,3,0,0,0,4,14,23,2,3,1,14,0,0,0,3,0,1,0,0,4,0,3,0,0,0,20,1,0,False,1,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,3,1,3,5.0,1,244,203.2649177001969,240,143,1,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,4,1,3,5.0,1,244,203.2649177001969,240,589,0,0,0,0,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,7,1,3,5.0,1,244,203.2649177001969,240,125,0,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,15,1,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,12,1,3,5.0,1,244,203.2649177001969,240,185,3,5,4,1,1,7,12,1,3,4,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,9,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,6,1,3,5.0,1,244,203.2649177001969,240,571,0,0,0,0,2,2,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,1,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,7,1,3,5.0,1,244,203.2649177001969,240,455,2,0,0,0,2,4,7,0,1,1,4,0,0,0,1,0,0,0,0,1,1,1,0,0,0,17,1,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,1,0,11,1,3,5.0,1,244,203.2649177001969,240,479,0,0,0,0,4,7,12,0,0,0,7,0,0,0,1,0,0,0,1,0,0,2,0,0,0,11,1,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,19,1,3,5.0,1,244,203.2649177001969,240,403,4,0,0,0,2,8,19,2,0,4,8,0,0,0,1,0,0,0,0,1,0,1,1,0,0,20,1,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,35,1,3,5.0,1,244,203.2649177001969,240,279,6,0,0,0,9,17,35,0,2,4,17,0,0,0,4,0,3,0,0,2,0,3,1,0,0,49,1,0,False,0,2013-02-28 13:35:05+01:00
1,1,1,0.0,0,0,3,1,3,5.0,1,244,203.2649177001969,240,173,1,1,0,1,1,1,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,False,0,2013-02-28 13:35:05+01:00
